timestamp,datetime,date,price_usd,volume_usd,market_cap_usd,source,price_change_pct,volume_change_pct,dao,proposal_id,proposal_title,activist_score,detection_methods,detection_summary,top_voter_percentage,proposer_percentage,total_votes,proposal_state,proposal_author,proposal_created
1603152000000,2020-10-20 00:00:00+00:00,2020-10-20,25.13776206970215,47484478.41680527,0,yahoo,,,cream-finance.eth,QmYP4DwCraxJBvDY7Ga8Y24i5CGjDb7R9WogQkYkZrEEDr,Increase Collateral Factor of CREAM to 75%,0.25,sentiment_analysis|structural_analysis,multi_method_2,0,0,0,closed,0xb6e362900B7113F246A7e1c17E9746b3B9C079dB,1610970943.0
1603238400000,2020-10-21 00:00:00+00:00,2020-10-21,25.775123596191406,41164753.9671402,0,yahoo,2.5354744178180066,-13.309032046624425,cream-finance.eth,QmYP4DwCraxJBvDY7Ga8Y24i5CGjDb7R9WogQkYkZrEEDr,Increase Collateral Factor of CREAM to 75%,0.25,sentiment_analysis|structural_analysis,multi_method_2,0,0,0,closed,0xb6e362900B7113F246A7e1c17E9746b3B9C079dB,1610970943.0
1603324800000,2020-10-22 00:00:00+00:00,2020-10-22,25.59293556213379,35071893.47802353,0,yahoo,-0.7068367039160917,-14.80115852017554,cream-finance.eth,QmYP4DwCraxJBvDY7Ga8Y24i5CGjDb7R9WogQkYkZrEEDr,Increase Collateral Factor of CREAM to 75%,0.25,sentiment_analysis|structural_analysis,multi_method_2,0,0,0,closed,0xb6e362900B7113F246A7e1c17E9746b3B9C079dB,1610970943.0
1603411200000,2020-10-23 00:00:00+00:00,2020-10-23,23.755033493041992,16588828.784162521,0,yahoo,-7.181286666509168,-52.70050419559673,cream-finance.eth,QmYP4DwCraxJBvDY7Ga8Y24i5CGjDb7R9WogQkYkZrEEDr,Increase Collateral Factor of CREAM to 75%,0.25,sentiment_analysis|structural_analysis,multi_method_2,0,0,0,closed,0xb6e362900B7113F246A7e1c17E9746b3B9C079dB,1610970943.0
1603497600000,2020-10-24 00:00:00+00:00,2020-10-24,24.397064208984375,21124832.369018555,0,yahoo,2.702714421052854,27.343724164460536,cream-finance.eth,QmYP4DwCraxJBvDY7Ga8Y24i5CGjDb7R9WogQkYkZrEEDr,Increase Collateral Factor of CREAM to 75%,0.25,sentiment_analysis|structural_analysis,multi_method_2,0,0,0,closed,0xb6e362900B7113F246A7e1c17E9746b3B9C079dB,1610970943.0
1603584000000,2020-10-25 00:00:00+00:00,2020-10-25,23.64792251586914,14323546.667861938,0,yahoo,-3.0706222957734286,-32.195690750811856,cream-finance.eth,QmYP4DwCraxJBvDY7Ga8Y24i5CGjDb7R9WogQkYkZrEEDr,Increase Collateral Factor of CREAM to 75%,0.25,sentiment_analysis|structural_analysis,multi_method_2,0,0,0,closed,0xb6e362900B7113F246A7e1c17E9746b3B9C079dB,1610970943.0
1603670400000,2020-10-26 00:00:00+00:00,2020-10-26,20.841583251953125,16565869.923065186,0,yahoo,-11.867170412254179,15.654804687685342,cream-finance.eth,QmYP4DwCraxJBvDY7Ga8Y24i5CGjDb7R9WogQkYkZrEEDr,Increase Collateral Factor of CREAM to 75%,0.25,sentiment_analysis|structural_analysis,multi_method_2,0,0,0,closed,0xb6e362900B7113F246A7e1c17E9746b3B9C079dB,1610970943.0
1603756800000,2020-10-27 00:00:00+00:00,2020-10-27,25.174287796020508,36745246.3928566,0,yahoo,20.788749547908523,121.81295979932227,cream-finance.eth,QmYP4DwCraxJBvDY7Ga8Y24i5CGjDb7R9WogQkYkZrEEDr,Increase Collateral Factor of CREAM to 75%,0.25,sentiment_analysis|structural_analysis,multi_method_2,0,0,0,closed,0xb6e362900B7113F246A7e1c17E9746b3B9C079dB,1610970943.0
1603843200000,2020-10-28 00:00:00+00:00,2020-10-28,26.158889770507812,37387723.99894714,0,yahoo,3.911141329856993,1.7484645475542182,cream-finance.eth,QmYP4DwCraxJBvDY7Ga8Y24i5CGjDb7R9WogQkYkZrEEDr,Increase Collateral Factor of CREAM to 75%,0.25,sentiment_analysis|structural_analysis,multi_method_2,0,0,0,closed,0xb6e362900B7113F246A7e1c17E9746b3B9C079dB,1610970943.0
1603929600000,2020-10-29 00:00:00+00:00,2020-10-29,34.743072509765625,125902710.50848389,0,yahoo,32.81554689272721,236.7487962413261,cream-finance.eth,QmYP4DwCraxJBvDY7Ga8Y24i5CGjDb7R9WogQkYkZrEEDr,Increase Collateral Factor of CREAM to 75%,0.25,sentiment_analysis|structural_analysis,multi_method_2,0,0,0,closed,0xb6e362900B7113F246A7e1c17E9746b3B9C079dB,1610970943.0
